PID_AreaMSOA,HID_AreaOA,Area_MSOA,Area_OA,Sex,Age,Ethnic,Marital_status,Children_dependency,Economic_activity,Occupation,Income,Driving_license,Car_access,Bike_access,weight
119574_E02004304,151850_E00104775,E02004304,E00104775,1,28,2,Single,FALSE,Employed,5,23670,TRUE,TRUE,FALSE,81
123912_E02004304,191607_E00104775,E02004304,E00104775,2,26,2,Single,FALSE,Employed,9,10160,FALSE,FALSE,FALSE,53
118954_E02004304,170516_E00104781,E02004304,E00104781,1,16,2,Single,FALSE,Unemployed,5,7550,FALSE,FALSE,TRUE,57
119709_E02004304,113997_E00104785,E02004304,E00104785,1,30,2,Single,FALSE,Employed,6,12580,TRUE,TRUE,TRUE,79
123638_E02004304,104933_E00104785,E02004304,E00104785,2,21,2,Single,TRUE,Employed,3,11330,FALSE,FALSE,TRUE,55
121395_E02004304,169408_E00104787,E02004304,E00104787,1,60,2,Single,FALSE,Employed,8,17460,TRUE,FALSE,FALSE,87
123647_E02004304,156486_E00104787,E02004304,E00104787,2,21,2,Single,FALSE,Employed,7,5780,FALSE,FALSE,FALSE,96
119982_E02004304,43229_E00171844,E02004304,E00171844,1,35,2,Married,TRUE,Employed,2,66680,TRUE,TRUE,TRUE,55
119157_E02004304,80740_E00171865,E02004304,E00171865,1,20,2,Single,FALSE,Employed,9,4320,FALSE,FALSE,FALSE,84
123572_E02004304,68449_E00171865,E02004304,E00171865,2,19,2,Single,FALSE,Employed,2,22370,TRUE,TRUE,FALSE,74
128781_E02004305,195232_E00104673,E02004305,E00104673,1,24,2,Single,FALSE,Employed,9,9900,TRUE,TRUE,FALSE,71
133890_E02004305,35029_E00104673,E02004305,E00104673,2,29,2,Single,FALSE,Employed,2,55570,TRUE,FALSE,TRUE,51
128495_E02004305,58032_E00104683,E02004305,E00104683,1,18,2,Single,FALSE,Employed,5,10630,TRUE,TRUE,TRUE,109
133230_E02004305,58032_E00104683,E02004305,E00104683,2,18,2,Single,FALSE,Employed,6,4720,FALSE,FALSE,FALSE,76
129955_E02004305,80061_E00104706,E02004305,E00104706,1,42,2,Married,FALSE,Employed,1,7820,TRUE,TRUE,TRUE,52
129311_E02004305,222750_E00104749,E02004305,E00104749,1,31,2,Single,FALSE,Employed,3,34780,FALSE,FALSE,TRUE,100
133157_E02004305,222750_E00104749,E02004305,E00104749,2,17,2,Single,FALSE,Employed,8,3170,FALSE,FALSE,TRUE,86
129930_E02004305,123845_E00104750,E02004305,E00104750,1,41,2,Single,FALSE,Employed,5,51330,TRUE,TRUE,TRUE,72
131566_E02004305,233191_E00171775,E02004305,E00171775,1,70,2,Single,FALSE,Employed,2,74540,FALSE,FALSE,FALSE,103
135942_E02004305,233191_E00171775,E02004305,E00171775,2,61,2,Single,FALSE,Employed,6,11680,TRUE,TRUE,FALSE,52
137829_E02004306,208905_E00104856,E02004306,E00104856,1,23,2,Married,FALSE,Employed,8,27120,TRUE,TRUE,FALSE,70
137700_E02004306,84556_E00104856,E02004306,E00104856,1,17,2,Single,FALSE,Employed,9,2190,FALSE,FALSE,TRUE,58
141214_E02004306,20279_E00104856,E02004306,E00104856,2,40,2,Married,FALSE,Employed,1,66600,TRUE,TRUE,TRUE,59
144003_E02004307,189680_E00104826,E02004307,E00104826,1,23,2,Single,FALSE,Employed,8,23970,TRUE,TRUE,TRUE,54
144194_E02004307,155323_E00104827,E02004307,E00104827,1,28,2,Single,FALSE,Employed,3,15400,TRUE,TRUE,TRUE,86
147060_E02004307,86945_E00104827,E02004307,E00104827,2,17,2,Single,FALSE,Employed,3,8200,FALSE,FALSE,FALSE,61
143865_E02004307,104426_E00104830,E02004307,E00104830,1,19,2,Single,FALSE,Employed,8,9970,TRUE,FALSE,FALSE,85
148761_E02004307,130110_E00104830,E02004307,E00104830,2,57,2,Single,FALSE,Employed,2,28230,TRUE,TRUE,TRUE,55
153222_E02004308,45899_E00105086,E02004308,E00105086,1,62,2,Married,TRUE,Employed,1,18600,TRUE,TRUE,FALSE,51
153256_E02004308,146393_E00105086,E02004308,E00105086,1,62,2,Single,FALSE,Employed,9,4820,TRUE,TRUE,TRUE,133
156788_E02004308,214329_E00105086,E02004308,E00105086,2,57,2,Single,TRUE,Employed,3,31560,TRUE,TRUE,FALSE,57
151449_E02004308,41310_E00105094,E02004308,E00105094,1,36,2,Single,FALSE,Employed,5,27160,FALSE,FALSE,FALSE,54
150855_E02004308,214136_E00105097,E02004308,E00105097,1,26,2,Single,FALSE,Employed,4,7640,FALSE,FALSE,FALSE,123
154817_E02004308,1233_E00105097,E02004308,E00105097,2,16,2,Single,FALSE,Employed,9,2400,FALSE,FALSE,TRUE,74
151388_E02004308,86882_E00105139,E02004308,E00105139,1,35,2,Single,FALSE,Employed,3,39230,FALSE,FALSE,FALSE,116
157260_E02004308,86882_E00105139,E02004308,E00105139,2,63,2,Single,FALSE,Employed,7,9510,FALSE,FALSE,TRUE,71
152987_E02004308,128774_E00105141,E02004308,E00105141,1,58,2,Single,FALSE,Employed,2,49540,TRUE,TRUE,TRUE,143
155145_E02004308,176965_E00105141,E02004308,E00105141,2,25,2,Single,TRUE,Employed,2,24120,TRUE,TRUE,FALSE,65
151492_E02004308,66105_E00105143,E02004308,E00105143,1,37,2,Married,TRUE,Employed,1,33820,TRUE,TRUE,FALSE,51
151525_E02004308,29994_E00105150,E02004308,E00105150,1,37,2,Single,FALSE,Employed,1,25430,TRUE,TRUE,TRUE,146
156828_E02004308,29994_E00105150,E02004308,E00105150,2,57,2,Single,FALSE,Employed,3,25910,TRUE,TRUE,FALSE,57
158924_E02004309,73010_E00105091,E02004309,E00105091,1,23,2,Single,FALSE,Employed,9,6790,FALSE,FALSE,FALSE,69
163007_E02004309,9915_E00105091,E02004309,E00105091,2,51,2,Single,FALSE,Employed,4,17850,TRUE,TRUE,TRUE,59
159148_E02004309,60532_E00105096,E02004309,E00105096,1,29,2,Married,FALSE,Employed,3,29010,TRUE,TRUE,FALSE,53
165598_E02004310,196832_E00104932,E02004310,E00104932,1,24,2,Single,FALSE,Employed,5,17500,TRUE,TRUE,FALSE,60
165427_E02004310,230641_E00104937,E02004310,E00104937,1,20,2,Single,FALSE,Employed,1,28380,FALSE,FALSE,TRUE,72
166991_E02004310,123288_E00104945,E02004310,E00104945,1,53,2,Married,TRUE,Employed,2,35920,TRUE,TRUE,FALSE,54
167592_E02004310,240140_E00105113,E02004310,E00105113,1,63,2,Married,TRUE,Employed,2,32990,TRUE,TRUE,FALSE,67
169433_E02004310,12779_E00105113,E02004310,E00105113,2,24,2,Single,FALSE,Employed,6,12150,FALSE,FALSE,FALSE,51
165857_E02004310,61245_E00105117,E02004310,E00105117,1,29,2,Single,FALSE,Employed,2,51800,TRUE,FALSE,FALSE,65
175487_E02004311,175323_E00105172,E02004311,E00105172,1,56,2,Married,FALSE,Employed,2,41980,TRUE,TRUE,FALSE,57
174097_E02004311,78978_E00105174,E02004311,E00105174,1,32,2,Married,TRUE,Employed,3,33890,TRUE,TRUE,FALSE,51
179547_E02004311,208984_E00105190,E02004311,E00105190,2,49,2,Single,FALSE,Employed,2,35890,TRUE,FALSE,FALSE,53
173857_E02004311,126522_E00105191,E02004311,E00105191,1,28,2,Single,FALSE,Employed,4,9860,TRUE,TRUE,TRUE,64
175848_E02004311,42139_E00105192,E02004311,E00105192,1,61,2,Married,TRUE,Employed,5,18610,TRUE,TRUE,FALSE,54
173521_E02004311,217887_E00105202,E02004311,E00105202,1,20,2,Single,FALSE,Employed,9,2100,FALSE,FALSE,TRUE,54
173616_E02004311,6593_E00105205,E02004311,E00105205,1,22,2,Single,FALSE,Employed,9,22060,TRUE,FALSE,FALSE,56
190575_E02004313,96999_E00104991,E02004313,E00104991,1,25,2,Single,FALSE,Employed,5,10990,FALSE,FALSE,TRUE,54
194742_E02004313,133017_E00104991,E02004313,E00104991,2,31,2,Single,TRUE,Employed,2,25420,FALSE,FALSE,FALSE,56
191049_E02004313,28761_E00105154,E02004313,E00105154,1,30,2,Single,FALSE,Employed,5,32010,FALSE,FALSE,FALSE,52
190566_E02004313,150010_E00105155,E02004313,E00105155,1,25,2,Single,FALSE,Employed,2,17110,TRUE,TRUE,TRUE,64
193735_E02004313,34175_E00105155,E02004313,E00105155,2,19,2,Single,FALSE,Employed,3,13510,FALSE,FALSE,FALSE,66
191181_E02004313,179612_E00105156,E02004313,E00105156,1,33,2,Single,FALSE,Employed,2,32910,TRUE,FALSE,FALSE,76.5
190858_E02004313,186351_E00105156,E02004313,E00105156,1,28,2,Single,FALSE,Employed,2,32660,FALSE,FALSE,FALSE,76.5
195306_E02004313,225018_E00105156,E02004313,E00105156,2,43,2,Single,FALSE,Employed,2,41160,FALSE,FALSE,TRUE,108
190549_E02004313,82885_E00105165,E02004313,E00105165,1,25,2,Single,FALSE,Employed,9,6310,TRUE,FALSE,FALSE,56
190799_E02004313,202878_E00105168,E02004313,E00105168,1,28,2,Single,FALSE,Employed,2,74040,TRUE,TRUE,FALSE,55
197798_E02004314,187137_E00105050,E02004314,E00105050,1,20,2,Single,FALSE,Employed,9,3960,FALSE,FALSE,FALSE,145
203185_E02004314,151910_E00105051,E02004314,E00105051,1,39,2,Single,FALSE,Employed,2,36540,TRUE,TRUE,FALSE,90
202592_E02004314,68676_E00105052,E02004314,E00105052,1,29,2,Single,FALSE,Employed,4,8590,FALSE,FALSE,FALSE,94
203192_E02004314,65487_E00105054,E02004314,E00105054,1,40,2,Single,FALSE,Unemployed,1,13920,TRUE,TRUE,FALSE,57
203878_E02004314,138083_E00105061,E02004314,E00105061,1,63,2,Single,FALSE,Employed,1,20870,TRUE,TRUE,FALSE,52
202207_E02004314,62067_E00105077,E02004314,E00105077,1,26,2,Single,FALSE,Employed,4,10340,TRUE,FALSE,FALSE,90
202712_E02004314,11886_E00105078,E02004314,E00105078,1,30,2,Single,FALSE,Employed,2,37470,TRUE,TRUE,FALSE,82
203145_E02004314,191811_E00105079,E02004314,E00105079,1,38,2,Single,FALSE,Employed,2,30340,FALSE,FALSE,FALSE,124
210052_E02004314,137370_E00105079,E02004314,E00105079,2,50,2,Single,FALSE,Employed,2,32090,TRUE,TRUE,FALSE,53
200395_E02004314,186928_E00105080,E02004314,E00105080,1,22,2,Single,FALSE,Employed,4,17560,TRUE,FALSE,TRUE,116
201499_E02004314,60430_E00105080,E02004314,E00105080,1,23,2,Single,FALSE,Employed,4,18890,TRUE,FALSE,FALSE,116
209978_E02004314,127473_E00105080,E02004314,E00105080,2,46,2,Single,FALSE,Employed,2,30250,TRUE,FALSE,TRUE,121
202814_E02004314,33626_E00105186,E02004314,E00105186,1,32,2,Single,FALSE,Employed,3,31870,FALSE,FALSE,FALSE,69
203479_E02004314,215058_E00171794,E02004314,E00171794,1,51,2,Single,FALSE,Employed,3,23710,FALSE,FALSE,TRUE,59
203213_E02004314,232237_E00171795,E02004314,E00171795,1,40,2,Single,TRUE,Employed,6,36400,TRUE,TRUE,FALSE,110
205041_E02004314,88324_E00171795,E02004314,E00171795,2,19,2,Single,FALSE,Employed,9,2260,TRUE,TRUE,FALSE,54
202710_E02004314,49003_E00171797,E02004314,E00171797,1,30,2,Single,FALSE,Employed,3,30350,FALSE,FALSE,TRUE,55
214330_E02004315,195003_E00105048,E02004315,E00105048,1,32,2,Married,TRUE,Employed,2,41320,TRUE,TRUE,FALSE,57
214220_E02004315,50236_E00105049,E02004315,E00105049,1,30,2,Single,FALSE,Unemployed,2,30160,TRUE,TRUE,TRUE,52
220304_E02004315,108976_E00105049,E02004315,E00105049,2,27,2,Single,FALSE,Employed,3,23140,TRUE,FALSE,FALSE,65
213900_E02004315,59511_E00105053,E02004315,E00105053,1,27,2,Single,FALSE,Employed,7,16810,FALSE,FALSE,FALSE,97
214432_E02004315,212982_E00105053,E02004315,E00105053,1,33,2,Single,FALSE,Unemployed,2,32420,FALSE,FALSE,TRUE,97
220083_E02004315,118714_E00105053,E02004315,E00105053,2,25,2,Single,FALSE,Employed,2,57250,TRUE,FALSE,TRUE,84.5
222642_E02004315,50620_E00105053,E02004315,E00105053,2,57,2,Single,FALSE,Employed,2,42940,TRUE,TRUE,FALSE,84.5
212589_E02004315,130422_E00105055,E02004315,E00105055,1,20,2,Single,FALSE,Employed,7,9390,TRUE,TRUE,TRUE,102
222094_E02004315,237371_E00105055,E02004315,E00105055,2,51,2,Single,FALSE,Employed,1,60420,FALSE,FALSE,FALSE,68
212978_E02004315,132149_E00105056,E02004315,E00105056,1,21,2,Single,FALSE,Employed,4,8200,FALSE,FALSE,FALSE,147
220473_E02004315,50518_E00105056,E02004315,E00105056,2,29,2,Single,FALSE,Employed,9,21880,TRUE,TRUE,FALSE,92
214552_E02004315,52935_E00105059,E02004315,E00105059,1,35,2,Married,TRUE,Employed,2,34780,TRUE,TRUE,FALSE,51
215769_E02004315,12481_E00105060,E02004315,E00105060,1,51,2,Single,FALSE,Employed,2,28920,TRUE,TRUE,FALSE,128
221199_E02004315,172684_E00105060,E02004315,E00105060,2,39,2,Single,FALSE,Employed,2,29490,FALSE,FALSE,TRUE,87
216079_E02004315,222972_E00105105,E02004315,E00105105,1,55,2,Married,FALSE,Employed,2,36400,TRUE,TRUE,FALSE,52
212831_E02004315,84925_E00105109,E02004315,E00105109,1,21,2,Single,FALSE,Employed,4,9630,TRUE,FALSE,FALSE,76
218971_E02004315,10633_E00105109,E02004315,E00105109,2,18,2,Single,FALSE,Employed,9,1670,TRUE,TRUE,TRUE,64
214701_E02004315,77109_E00171876,E02004315,E00171876,1,37,2,Married,TRUE,Employed,2,41140,TRUE,TRUE,TRUE,61
216442_E02004315,214994_E00171876,E02004315,E00171876,1,59,2,Single,FALSE,Employed,1,49150,TRUE,TRUE,FALSE,72
220436_E02004315,141124_E00171876,E02004315,E00171876,2,29,2,Single,TRUE,Employed,2,66040,FALSE,FALSE,FALSE,56
225570_E02004316,194308_E00105063,E02004316,E00105063,1,35,2,Married,TRUE,Employed,3,29480,TRUE,TRUE,FALSE,52
225219_E02004316,67459_E00105065,E02004316,E00105065,1,27,2,Single,FALSE,Employed,9,24200,FALSE,FALSE,FALSE,54
226518_E02004316,213249_E00105071,E02004316,E00105071,1,58,2,Single,FALSE,Employed,4,22250,TRUE,TRUE,TRUE,55
225318_E02004316,215334_E00105114,E02004316,E00105114,1,29,2,Single,FALSE,Employed,4,9360,FALSE,FALSE,FALSE,84
228011_E02004316,127599_E00105114,E02004316,E00105114,2,20,2,Single,FALSE,Employed,6,5060,FALSE,FALSE,TRUE,55
226378_E02004316,130629_E00105123,E02004316,E00105123,1,55,2,Single,FALSE,Employed,5,37310,TRUE,TRUE,FALSE,88
228775_E02004316,123287_E00105123,E02004316,E00105123,2,40,2,Single,FALSE,Employed,3,41030,TRUE,TRUE,FALSE,54
233130_E02004317,68802_E00104958,E02004317,E00104958,1,59,2,Married,TRUE,Employed,2,49400,TRUE,TRUE,TRUE,59
231351_E02004317,216010_E00104981,E02004317,E00104981,1,20,2,Single,FALSE,Employed,5,15520,FALSE,FALSE,FALSE,69
231601_E02004317,241907_E00104983,E02004317,E00104983,1,27,2,Single,FALSE,Employed,9,18680,FALSE,FALSE,FALSE,57
236004_E02004317,122533_E00104983,E02004317,E00104983,2,41,2,Single,FALSE,Unemployed,6,30060,TRUE,FALSE,TRUE,51
240250_E02004318,11505_E00105011,E02004318,E00105011,1,53,2,Single,FALSE,Employed,2,41170,FALSE,FALSE,TRUE,55
242047_E02004318,169752_E00105011,E02004318,E00105011,2,16,2,Single,FALSE,Employed,2,7480,FALSE,FALSE,FALSE,62
240750_E02004318,31054_E00105016,E02004318,E00105016,1,64,2,Single,FALSE,Employed,2,16690,TRUE,TRUE,FALSE,93
243197_E02004318,1329_E00105016,E02004318,E00105016,2,47,2,Single,FALSE,Employed,1,77390,TRUE,TRUE,TRUE,58
240253_E02004318,185749_E00105017,E02004318,E00105017,1,53,2,Single,FALSE,Employed,8,30740,TRUE,TRUE,TRUE,116
243851_E02004318,104598_E00105017,E02004318,E00105017,2,59,2,Single,FALSE,Employed,1,10480,TRUE,TRUE,FALSE,94
238754_E02004318,19589_E00105027,E02004318,E00105027,1,16,2,Single,FALSE,Employed,4,5570,FALSE,FALSE,TRUE,71
240178_E02004318,161364_E00105209,E02004318,E00105209,1,52,2,Married,TRUE,Employed,1,50760,TRUE,TRUE,TRUE,67
246107_E02004319,160543_E00105019,E02004319,E00105019,1,26,2,Single,FALSE,Employed,9,14770,TRUE,TRUE,FALSE,117
249677_E02004319,160543_E00105019,E02004319,E00105019,2,20,2,Single,FALSE,Employed,4,8500,TRUE,TRUE,TRUE,67
245849_E02004319,211013_E00105021,E02004319,E00105021,1,20,2,Single,FALSE,Employed,5,24380,FALSE,FALSE,FALSE,111
249642_E02004319,159349_E00105021,E02004319,E00105021,2,19,2,Single,FALSE,Employed,1,12520,TRUE,TRUE,TRUE,78
248231_E02004319,32371_E00105035,E02004319,E00105035,1,70,2,Married,FALSE,Employed,1,22810,TRUE,TRUE,FALSE,55
255832_E02004320,202307_E00105275,E02004320,E00105275,1,56,2,Married,FALSE,Employed,1,25790,TRUE,TRUE,TRUE,68
258954_E02004320,45324_E00105275,E02004320,E00105275,2,35,2,Married,FALSE,Employed,2,36180,TRUE,TRUE,TRUE,57
253697_E02004320,193815_E00105277,E02004320,E00105277,1,20,2,Single,FALSE,Employed,4,9720,FALSE,FALSE,FALSE,70
253739_E02004320,120098_E00105465,E02004320,E00105465,1,21,2,Single,FALSE,Unemployed,3,13730,FALSE,FALSE,FALSE,57
259184_E02004320,219270_E00105465,E02004320,E00105465,2,39,2,Single,FALSE,Employed,9,5000,TRUE,TRUE,FALSE,51
253887_E02004320,178884_E00105469,E02004320,E00105469,1,24,2,Single,FALSE,Unemployed,7,12190,TRUE,TRUE,TRUE,64
254186_E02004320,127120_E00105474,E02004320,E00105474,1,29,2,Single,FALSE,Employed,9,14840,FALSE,FALSE,FALSE,94
258254_E02004320,72937_E00105474,E02004320,E00105474,2,23,2,Single,FALSE,Employed,7,8290,TRUE,TRUE,FALSE,59
253969_E02004320,132175_E00105477,E02004320,E00105477,1,25,2,Single,FALSE,Employed,2,45290,TRUE,TRUE,FALSE,57
254985_E02004320,56219_E00105484,E02004320,E00105484,1,43,2,Married,FALSE,Employed,8,35400,TRUE,TRUE,TRUE,51
259449_E02004320,63216_E00105484,E02004320,E00105484,2,44,2,Married,FALSE,Employed,4,22040,FALSE,FALSE,TRUE,51
253549_E02004320,206667_E00171789,E02004320,E00171789,1,17,2,Single,FALSE,Employed,8,6540,FALSE,FALSE,FALSE,58
254188_E02004320,131290_E00171792,E02004320,E00171792,1,29,2,Single,FALSE,Employed,8,26630,FALSE,FALSE,FALSE,54
264690_E02004321,53038_E00105251,E02004321,E00105251,1,54,2,Single,FALSE,Employed,9,25550,TRUE,TRUE,FALSE,84
262699_E02004321,32677_E00105253,E02004321,E00105253,1,19,2,Single,FALSE,Employed,9,1850,FALSE,FALSE,FALSE,71
263522_E02004321,115957_E00105454,E02004321,E00105454,1,32,2,Single,FALSE,Employed,8,20620,TRUE,FALSE,TRUE,60
262763_E02004321,109766_E00105458,E02004321,E00105458,1,20,2,Single,FALSE,Employed,4,9620,TRUE,TRUE,FALSE,68
264575_E02004321,14200_E00105459,E02004321,E00105459,1,52,2,Single,FALSE,Employed,2,31260,TRUE,TRUE,FALSE,62
269063_E02004321,211803_E00105459,E02004321,E00105459,2,55,2,Single,FALSE,Employed,6,15290,TRUE,FALSE,FALSE,63
271433_E02004322,30194_E00105421,E02004322,E00105421,1,19,2,Single,FALSE,Unemployed,5,12830,TRUE,TRUE,TRUE,58
271538_E02004322,10964_E00105427,E02004322,E00105427,1,21,2,Single,FALSE,Unemployed,7,4930,TRUE,FALSE,FALSE,59
271542_E02004322,67761_E00105430,E02004322,E00105430,1,21,2,Single,FALSE,Unemployed,3,18080,TRUE,FALSE,FALSE,73
275594_E02004322,106594_E00105430,E02004322,E00105430,2,20,2,Single,FALSE,Employed,6,6020,FALSE,FALSE,FALSE,52
281987_E02004323,187725_E00105325,E02004323,E00105325,1,56,2,Single,FALSE,Unemployed,1,35120,TRUE,FALSE,FALSE,57
280410_E02004323,206036_E00105412,E02004323,E00105412,1,26,2,Single,FALSE,Employed,9,12590,TRUE,TRUE,TRUE,89
279753_E02004323,236640_E00105412,E02004323,E00105412,1,16,2,Single,FALSE,Employed,2,8980,FALSE,FALSE,TRUE,89
280624_E02004323,119043_E00105412,E02004323,E00105412,1,29,2,Single,FALSE,Employed,2,46840,TRUE,TRUE,FALSE,89
284221_E02004323,194435_E00105412,E02004323,E00105412,2,24,2,Single,FALSE,Employed,6,19050,FALSE,FALSE,FALSE,86
287853_E02004324,144603_E00105297,E02004324,E00105297,1,22,2,Single,FALSE,Employed,7,16840,TRUE,TRUE,TRUE,58
289001_E02004324,37869_E00105303,E02004324,E00105303,1,55,2,Single,FALSE,Employed,9,15240,TRUE,TRUE,TRUE,54
287893_E02004324,83287_E00105305,E02004324,E00105305,1,23,2,Single,FALSE,Employed,6,18850,FALSE,FALSE,TRUE,62
288084_E02004324,121934_E00105316,E02004324,E00105316,1,28,2,Single,FALSE,Employed,8,19630,FALSE,FALSE,FALSE,54
289383_E02004324,100775_E00105318,E02004324,E00105318,1,64,2,Married,FALSE,Employed,1,62940,TRUE,TRUE,FALSE,56
293975_E02004325,114680_E00105271,E02004325,E00105271,1,20,2,Single,FALSE,Unemployed,9,3890,TRUE,FALSE,FALSE,106
298825_E02004325,81321_E00105271,E02004325,E00105271,2,34,2,Single,TRUE,Employed,3,19600,FALSE,FALSE,TRUE,70
293870_E02004325,31894_E00105299,E02004325,E00105299,1,18,2,Single,FALSE,Employed,5,17090,FALSE,FALSE,FALSE,77
293787_E02004325,235030_E00105332,E02004325,E00105332,1,17,2,Single,FALSE,Unemployed,4,5550,FALSE,FALSE,TRUE,115
298413_E02004325,82919_E00105332,E02004325,E00105332,2,27,2,Single,FALSE,Employed,7,9900,TRUE,TRUE,FALSE,68
295990_E02004325,86821_E00105334,E02004325,E00105334,1,58,2,Single,FALSE,Unemployed,5,22490,TRUE,FALSE,TRUE,52
293847_E02004325,109845_E00105362,E02004325,E00105362,1,18,2,Single,FALSE,Employed,5,15960,TRUE,TRUE,TRUE,52
294281_E02004325,126000_E00105375,E02004325,E00105375,1,25,2,Single,FALSE,Unemployed,1,69410,TRUE,TRUE,FALSE,125
298120_E02004325,126000_E00105375,E02004325,E00105375,2,21,2,Single,FALSE,Employed,6,8860,FALSE,FALSE,FALSE,55
303975_E02004326,85344_E00105342,E02004326,E00105342,1,60,2,Married,TRUE,Employed,1,24630,TRUE,FALSE,FALSE,78
304037_E02004326,73503_E00105342,E02004326,E00105342,1,61,2,Single,FALSE,Employed,9,4740,TRUE,FALSE,FALSE,76
302472_E02004326,73503_E00105342,E02004326,E00105342,1,25,2,Single,FALSE,Employed,4,7670,TRUE,FALSE,TRUE,76
307659_E02004326,60740_E00105342,E02004326,E00105342,2,66,2,Married,TRUE,Employed,2,15080,TRUE,TRUE,TRUE,60
306420_E02004326,80958_E00105342,E02004326,E00105342,2,38,2,Single,FALSE,Employed,2,29680,TRUE,TRUE,FALSE,80
302851_E02004326,93381_E00105343,E02004326,E00105343,1,34,2,Single,FALSE,Employed,3,33460,TRUE,TRUE,FALSE,130
305799_E02004326,93381_E00105343,E02004326,E00105343,2,24,2,Single,FALSE,Employed,3,25360,FALSE,FALSE,TRUE,62
303615_E02004326,39281_E00105350,E02004326,E00105350,1,52,2,Single,FALSE,Employed,5,33360,TRUE,TRUE,FALSE,78.5
302495_E02004326,209204_E00105350,E02004326,E00105350,1,26,2,Single,FALSE,Employed,3,26190,TRUE,TRUE,FALSE,78.5
305622_E02004326,39281_E00105350,E02004326,E00105350,2,19,2,Single,FALSE,Employed,9,2610,FALSE,FALSE,TRUE,78
302827_E02004326,208652_E00105355,E02004326,E00105355,1,34,2,Married,FALSE,Employed,2,35450,TRUE,TRUE,FALSE,51
307327_E02004326,157135_E00105355,E02004326,E00105355,2,58,2,Married,TRUE,Employed,8,16580,TRUE,TRUE,TRUE,53
309701_E02004327,131787_E00105369,E02004327,E00105369,1,40,2,Single,TRUE,Employed,8,34100,TRUE,FALSE,FALSE,54
315668_E02004328,33347_E00105213,E02004328,E00105213,1,31,2,Single,FALSE,Employed,5,30940,FALSE,FALSE,FALSE,56
315144_E02004328,133502_E00105216,E02004328,E00105216,1,20,2,Single,FALSE,Employed,3,16830,TRUE,FALSE,TRUE,137
318695_E02004328,133502_E00105216,E02004328,E00105216,2,21,2,Single,FALSE,Employed,7,4730,FALSE,FALSE,TRUE,101
323212_E02004329,1360_E00105435,E02004329,E00105435,1,45,2,Married,TRUE,Employed,2,56490,TRUE,TRUE,TRUE,52
322637_E02004329,127526_E00105449,E02004329,E00105449,1,27,2,Married,FALSE,Unemployed,3,24270,TRUE,TRUE,FALSE,63
329096_E02004330,166800_E00105232,E02004330,E00105232,1,35,2,Single,FALSE,Employed,8,21630,TRUE,TRUE,TRUE,58
328665_E02004330,55727_E00105243,E02004330,E00105243,1,22,2,Single,FALSE,Employed,4,9880,TRUE,FALSE,FALSE,53
334722_E02004331,45095_E00105493,E02004331,E00105493,1,22,2,Single,FALSE,Employed,7,16530,FALSE,FALSE,FALSE,57
334647_E02004331,42608_E00105511,E02004331,E00105511,1,20,2,Single,FALSE,Employed,4,9340,FALSE,FALSE,FALSE,73
334537_E02004331,129474_E00105513,E02004331,E00105513,1,18,2,Single,FALSE,Unemployed,9,3140,FALSE,FALSE,TRUE,54
343196_E02004332,118234_E00105403,E02004332,E00105403,1,50,2,Single,FALSE,Employed,1,41520,TRUE,TRUE,TRUE,53
342228_E02004332,198275_E00105521,E02004332,E00105521,1,28,2,Single,FALSE,Employed,5,25290,TRUE,TRUE,FALSE,55
343077_E02004332,173398_E00171805,E02004332,E00171805,1,47,2,Single,TRUE,Employed,1,88620,TRUE,TRUE,FALSE,67
349941_E02004333,76801_E00105652,E02004333,E00105652,1,44,2,Single,FALSE,Employed,9,29180,TRUE,FALSE,FALSE,57
349230_E02004333,197825_E00105784,E02004333,E00105784,1,24,2,Single,FALSE,Unemployed,5,27680,FALSE,FALSE,FALSE,65
356093_E02004334,130597_E00105607,E02004334,E00105607,1,16,2,Single,FALSE,Employed,4,5410,FALSE,FALSE,TRUE,72
356235_E02004334,137003_E00105621,E02004334,E00105621,1,20,2,Single,FALSE,Employed,6,9700,TRUE,TRUE,FALSE,77
361282_E02004334,56949_E00105621,E02004334,E00105621,2,54,2,Single,TRUE,Employed,6,20210,TRUE,TRUE,TRUE,51
364277_E02004335,240326_E00105590,E02004335,E00105590,1,38,2,Single,TRUE,Employed,8,27540,TRUE,TRUE,TRUE,57
368186_E02004335,225576_E00105590,E02004335,E00105590,2,50,2,Single,FALSE,Employed,6,21760,TRUE,TRUE,TRUE,51
363908_E02004335,122428_E00105591,E02004335,E00105591,1,29,2,Single,FALSE,Employed,3,22880,TRUE,FALSE,FALSE,57
363632_E02004335,93704_E00105595,E02004335,E00105595,1,23,2,Single,FALSE,Unemployed,7,7780,FALSE,FALSE,TRUE,84
367015_E02004335,109490_E00105595,E02004335,E00105595,2,22,2,Single,FALSE,Unemployed,6,6140,TRUE,TRUE,FALSE,69
363744_E02004335,99132_E00105601,E02004335,E00105601,1,26,2,Single,FALSE,Employed,5,25350,TRUE,TRUE,TRUE,55
363838_E02004335,119218_E00105783,E02004335,E00105783,1,28,2,Single,FALSE,Employed,8,17020,TRUE,FALSE,FALSE,52
379852_E02004337,243082_E00105669,E02004337,E00105669,1,56,2,Married,TRUE,Employed,3,30940,TRUE,TRUE,TRUE,65
